time,temperature_2m_C,precipitation_mm,rain_mm,weathercode,cloudcover_perc,cloudcover_low_perc,cloudcover_mid_perc,cloudcover_high_perc
2022-03-05T10:00,6.0,0.00,0.00,0,0,0,0,0
2022-03-05T11:00,7.5,0.00,0.00,0,0,0,0,0
2022-03-05T12:00,8.7,0.00,0.00,0,0,0,0,0
2022-03-05T13:00,9.4,0.00,0.00,0,0,0,0,0
2022-03-05T14:00,9.7,0.00,0.00,0,0,0,0,0
2022-03-05T15:00,9.5,0.00,0.00,0,0,0,0,0
2022-03-05T16:00,9.0,0.00,0.00,0,0,0,0,0
2022-03-05T17:00,7.5,0.00,0.00,0,0,0,0,0
2022-03-05T18:00,5.4,0.00,0.00,0,0,0,0,0
2022-03-05T19:00,4.0,0.00,0.00,0,0,0,0,0
2022-03-05T20:00,2.8,0.00,0.00,0,0,0,0,0
2022-03-05T21:00,1.8,0.00,0.00,0,0,0,0,0
2022-03-05T22:00,0.9,0.00,0.00,0,0,0,0,0
2022-03-05T23:00,-0.2,0.00,0.00,0,0,0,0,0
2022-03-06T00:00,-1.1,0.00,0.00,0,1,1,0,0
2022-03-06T01:00,-1.8,0.00,0.00,0,1,1,0,0
2022-03-06T02:00,-2.2,0.00,0.00,0,6,7,0,0
2022-03-06T03:00,-2.5,0.00,0.00,0,3,3,0,0
2022-03-06T04:00,-3.0,0.00,0.00,0,5,6,0,0
2022-03-06T05:00,-2.9,0.00,0.00,1,21,21,3,0
2022-03-06T06:00,-2.3,0.00,0.00,1,35,38,1,0
2022-03-06T07:00,-2.5,0.00,0.00,1,30,33,1,0
2022-03-06T08:00,-0.7,0.00,0.00,1,29,32,1,0
2022-03-06T09:00,1.0,0.00,0.00,0,19,20,1,0
2022-03-06T10:00,2.7,0.00,0.00,0,17,18,1,0
2022-03-06T11:00,4.0,0.00,0.00,0,9,10,0,0
2022-03-06T12:00,5.1,0.00,0.00,0,3,3,0,0
2022-03-06T13:00,5.7,0.00,0.00,1,43,48,0,0
2022-03-06T14:00,5.9,0.00,0.00,2,79,88,0,0
2022-03-06T15:00,5.5,0.00,0.00,3,87,97,0,0
2022-03-06T16:00,4.9,0.00,0.00,2,77,85,0,0
2022-03-06T17:00,4.3,0.00,0.00,2,72,80,0,0
2022-03-06T18:00,3.3,0.00,0.00,1,35,39,0,0
2022-03-06T19:00,2.2,0.00,0.00,0,11,12,0,0
2022-03-06T20:00,1.1,0.00,0.00,0,9,10,0,0
2022-03-06T21:00,0.5,0.00,0.00,1,36,40,0,0
2022-03-06T22:00,0.1,0.00,0.00,1,45,50,0,0
2022-03-06T23:00,-0.1,0.00,0.00,2,51,57,0,0
2022-03-07T00:00,-0.4,0.00,0.00,1,49,54,0,0
2022-03-07T01:00,-0.6,0.00,0.00,1,47,52,0,0
2022-03-07T02:00,-0.8,0.00,0.00,1,42,47,0,0
2022-03-07T03:00,-1.4,0.00,0.00,1,40,44,0,0
2022-03-07T04:00,-1.7,0.00,0.00,0,15,17,0,0
2022-03-07T05:00,-2.2,0.00,0.00,0,5,5,0,0
2022-03-07T06:00,-2.6,0.00,0.00,0,2,2,0,0
2022-03-07T07:00,-2.8,0.00,0.00,0,0,0,0,0
2022-03-07T08:00,-1.4,0.00,0.00,0,0,0,0,0
2022-03-07T09:00,0.2,0.00,0.00,0,0,0,0,0
2022-03-07T10:00,1.5,0.00,0.00,0,0,0,0,0
2022-03-07T11:00,2.7,0.00,0.00,0,0,0,0,0
2022-03-07T12:00,3.7,0.00,0.00,0,0,0,0,0
2022-03-07T13:00,4.5,0.00,0.00,0,0,0,0,0
2022-03-07T14:00,5.0,0.00,0.00,0,0,0,0,0
2022-03-07T15:00,5.2,0.00,0.00,0,3,0,0,9
2022-03-07T16:00,4.9,0.00,0.00,0,0,0,0,0
2022-03-07T17:00,3.6,0.00,0.00,0,0,0,0,0
2022-03-07T18:00,2.0,0.00,0.00,0,0,0,0,0
2022-03-07T19:00,1.6,0.00,0.00,0,0,0,0,0
2022-03-07T20:00,0.8,0.00,0.00,0,0,0,0,0
2022-03-07T21:00,0.1,0.00,0.00,0,0,0,0,0
2022-03-07T22:00,-0.4,0.00,0.00,0,0,0,0,0
2022-03-07T23:00,-0.8,0.00,0.00,0,0,0,0,0
2022-03-08T00:00,-1.2,0.00,0.00,0,0,0,0,0
2022-03-08T01:00,-1.4,0.00,0.00,0,0,0,0,0
2022-03-08T02:00,-1.6,0.00,0.00,0,0,0,0,0
2022-03-08T03:00,-1.8,0.00,0.00,0,0,0,0,1
2022-03-08T04:00,-1.9,0.00,0.00,0,0,0,0,0
2022-03-08T05:00,-1.9,0.00,0.00,0,0,0,0,0
2022-03-08T06:00,-1.9,0.00,0.00,0,0,0,0,0
2022-03-08T07:00,-1.0,0.00,0.00,0,0,0,0,0
2022-03-08T08:00,0.8,0.00,0.00,0,0,0,0,0
2022-03-08T09:00,2.9,0.00,0.00,0,0,0,0,0
2022-03-08T10:00,4.8,0.00,0.00,0,0,0,0,0
2022-03-08T11:00,6.4,0.00,0.00,0,0,0,0,0
2022-03-08T12:00,7.8,0.00,0.00,0,0,0,0,0
2022-03-08T13:00,8.8,0.00,0.00,0,0,0,0,0
2022-03-08T14:00,9.4,0.00,0.00,0,0,0,0,0
2022-03-08T15:00,9.5,0.00,0.00,0,0,0,0,0
2022-03-08T16:00,9.0,0.00,0.00,0,0,0,0,0
2022-03-08T17:00,7.4,0.00,0.00,0,0,0,0,0
2022-03-08T18:00,5.3,0.00,0.00,0,0,0,0,0
2022-03-08T19:00,5.1,0.00,0.00,0,0,0,0,0
2022-03-08T20:00,4.2,0.00,0.00,0,0,0,0,0
2022-03-08T21:00,3.4,0.00,0.00,0,0,0,0,0
2022-03-08T22:00,2.8,0.00,0.00,0,0,0,0,0
2022-03-08T23:00,2.2,0.00,0.00,0,0,0,0,0
2022-03-09T00:00,1.7,0.00,0.00,0,0,0,0,0
2022-03-09T01:00,1.1,0.00,0.00,0,0,0,0,0
2022-03-09T02:00,0.8,0.00,0.00,0,0,0,0,0
2022-03-09T03:00,0.7,0.00,0.00,0,0,0,0,0
2022-03-09T04:00,0.5,0.00,0.00,0,0,0,0,0
2022-03-09T05:00,0.4,0.00,0.00,0,0,0,0,0
2022-03-09T06:00,0.2,0.00,0.00,0,0,0,0,0
2022-03-09T07:00,0.7,0.00,0.00,0,0,0,0,0
2022-03-09T08:00,2.8,0.00,0.00,0,0,0,0,0
2022-03-09T09:00,5.8,0.00,0.00,0,0,0,0,0
2022-03-09T10:00,8.5,0.00,0.00,0,0,0,0,0
2022-03-09T11:00,10.6,0.00,0.00,0,0,0,0,0
2022-03-09T12:00,12.1,0.00,0.00,0,0,0,0,0
2022-03-09T13:00,13.0,0.00,0.00,0,0,0,0,0
2022-03-09T14:00,13.5,0.00,0.00,0,0,0,0,0
2022-03-09T15:00,13.5,0.00,0.00,0,0,0,0,0
2022-03-09T16:00,13.0,0.00,0.00,0,0,0,0,0
2022-03-09T17:00,11.3,0.00,0.00,0,0,0,0,0
2022-03-09T18:00,8.6,0.00,0.00,0,0,0,0,0
2022-03-09T19:00,7.1,0.00,0.00,0,0,0,0,0
2022-03-09T20:00,6.1,0.00,0.00,0,0,0,0,0
2022-03-09T21:00,5.4,0.00,0.00,0,0,0,0,0
2022-03-09T22:00,4.8,0.00,0.00,0,0,0,0,1
2022-03-09T23:00,4.3,0.00,0.00,0,5,0,0,15
2022-03-10T00:00,3.8,0.00,0.00,0,11,0,0,35
2022-03-10T01:00,3.5,0.00,0.00,0,2,0,0,8
2022-03-10T02:00,3.2,0.00,0.00,0,9,0,0,30
2022-03-10T03:00,2.9,0.00,0.00,0,15,0,0,51
2022-03-10T04:00,2.6,0.00,0.00,0,19,0,0,63
2022-03-10T05:00,2.3,0.00,0.00,0,18,0,0,61
2022-03-10T06:00,2.1,0.00,0.00,1,22,0,0,73
2022-03-10T07:00,3.1,0.00,0.00,0,18,0,0,60
2022-03-10T08:00,5.4,0.00,0.00,0,2,0,0,5
2022-03-10T09:00,8.4,0.00,0.00,0,2,0,0,5
2022-03-10T10:00,10.9,0.00,0.00,0,1,0,0,2
2022-03-10T11:00,12.7,0.00,0.00,0,0,0,0,1
2022-03-10T12:00,13.9,0.00,0.00,0,0,0,0,0
2022-03-10T13:00,14.7,0.00,0.00,0,0,0,0,0
2022-03-10T14:00,14.9,0.00,0.00,0,0,0,0,0
2022-03-10T15:00,14.8,0.00,0.00,0,0,0,0,0
2022-03-10T16:00,14.1,0.00,0.00,0,0,0,0,0
2022-03-10T17:00,12.3,0.00,0.00,0,0,0,0,0
2022-03-10T18:00,10.0,0.00,0.00,0,0,0,0,0
2022-03-10T19:00,8.8,0.00,0.00,0,0,0,0,0
2022-03-10T20:00,7.8,0.00,0.00,0,0,0,0,0
2022-03-10T21:00,7.2,0.00,0.00,0,0,0,0,0
2022-03-10T22:00,6.9,0.00,0.00,0,0,0,0,0
2022-03-10T23:00,6.5,0.00,0.00,0,0,0,0,0
2022-03-11T00:00,6.1,0.00,0.00,0,0,0,0,0
2022-03-11T01:00,5.7,0.00,0.00,0,0,0,0,0
2022-03-11T02:00,5.4,0.00,0.00,0,0,0,0,0
2022-03-11T03:00,5.1,0.00,0.00,0,2,2,0,0
2022-03-11T04:00,4.9,0.00,0.00,0,3,3,0,0
2022-03-11T05:00,4.8,0.00,0.00,0,0,0,0,0
2022-03-11T06:00,4.7,0.00,0.00,0,5,0,5,8
2022-03-11T07:00,5.6,0.00,0.00,0,0,0,0,0
2022-03-11T08:00,7.2,0.00,0.00,0,0,0,0,0
2022-03-11T09:00,9.1,0.00,0.00,0,0,0,0,1
2022-03-11T10:00,10.9,0.00,0.00,0,13,14,0,0
2022-03-11T11:00,12.4,0.00,0.00,0,0,0,0,0
2022-03-11T12:00,13.7,0.00,0.00,0,3,0,0,9
2022-03-11T13:00,14.6,0.00,0.00,1,35,0,34,49
2022-03-11T14:00,15.2,0.00,0.00,1,32,0,18,71
2022-03-11T15:00,15.2,0.00,0.00,3,83,8,76,99
2022-03-11T16:00,14.6,0.00,0.00,3,100,30,98,100
2022-03-11T17:00,13.7,0.00,0.00,3,90,2,97,99
2022-03-11T18:00,13.1,0.00,0.00,3,92,6,98,93
2022-03-11T19:00,11.0,0.10,0.10,51,89,1,97,98
2022-03-11T20:00,10.7,0.10,0.10,51,100,76,98,100
2022-03-11T21:00,10.2,0.30,0.30,51,100,31,85,100
2022-03-11T22:00,9.6,0.50,0.50,53,100,35,98,100
2022-03-11T23:00,9.4,0.90,0.90,53,100,82,97,99
2022-03-12T00:00,9.2,0.50,0.50,53,100,23,98,84
2022-03-12T01:00,9.0,0.20,0.20,51,100,87,99,94
2022-03-12T02:00,8.8,0.00,0.00,3,100,98,100,29
2022-03-12T03:00,8.7,0.00,0.00,3,100,98,89,0
2022-03-12T04:00,8.6,0.00,0.00,2,76,57,12,59
2022-03-12T05:00,8.2,0.00,0.00,1,45,31,0,56
2022-03-12T06:00,7.4,0.00,0.00,2,61,36,0,96
2022-03-12T07:00,7.7,0.00,0.00,1,50,20,3,100
2022-03-12T08:00,8.4,0.00,0.00,2,61,30,7,100
2022-03-12T09:00,9.7,0.00,0.00,2,73,27,31,100
2022-03-12T10:00,10.9,0.00,0.00,2,56,19,15,100
2022-03-12T11:00,12.1,0.00,0.00,2,75,32,27,99
2022-03-12T12:00,13.5,0.00,0.00,3,100,35,85,99
2022-03-12T13:00,14.0,0.10,0.10,51,100,25,95,97
2022-03-12T14:00,13.6,0.10,0.10,51,77,24,44,98
2022-03-12T15:00,13.6,0.10,0.10,51,64,25,20,99
2022-03-12T16:00,13.1,0.00,0.00,3,100,35,72,99
2022-03-12T17:00,12.2,0.00,0.00,3,92,4,97,100
2022-03-12T18:00,11.1,0.00,0.00,3,92,6,100,89
2022-03-12T19:00,10.8,0.00,0.00,3,83,1,88,99
2022-03-12T20:00,10.1,0.00,0.00,1,38,2,10,100
2022-03-12T21:00,9.3,0.00,0.00,2,56,8,32,100
2022-03-12T22:00,9.0,0.10,0.10,51,90,7,90,99
2022-03-12T23:00,8.7,0.20,0.20,51,85,4,86,100
2022-03-13T00:00,8.4,0.30,0.30,51,77,1,76,100
2022-03-13T01:00,8.1,0.10,0.10,51,50,0,37,94
2022-03-13T02:00,8.0,0.10,0.10,51,93,37,51,96
2022-03-13T03:00,8.0,0.10,0.10,51,100,93,100,94
2022-03-13T04:00,8.1,0.00,0.00,3,100,87,100,62
2022-03-13T05:00,8.4,0.00,0.00,3,92,28,94,34
2022-03-13T06:00,8.3,0.00,0.00,1,45,1,28,91
2022-03-13T07:00,8.4,0.00,0.00,2,51,0,38,94
2022-03-13T08:00,9.7,0.00,0.00,2,70,0,74,86
2022-03-13T09:00,11.3,0.00,0.00,1,29,0,20,56
2022-03-13T10:00,12.5,0.00,0.00,1,28,0,14,65
2022-03-13T11:00,13.3,0.00,0.00,1,34,0,11,91
2022-03-13T12:00,14.0,0.00,0.00,2,57,5,43,89
2022-03-13T13:00,14.6,0.00,0.00,3,100,77,83,86
2022-03-13T14:00,14.6,0.00,0.00,2,79,5,75,97
2022-03-13T15:00,14.1,0.00,0.00,3,88,0,97,100
2022-03-13T16:00,13.3,0.00,0.00,3,100,26,77,100
2022-03-13T17:00,12.0,0.00,0.00,3,100,26,99,100
2022-03-13T18:00,10.7,0.00,0.00,3,90,1,99,100
2022-03-13T19:00,9.9,0.40,0.40,51,89,0,98,100
2022-03-13T20:00,9.4,0.40,0.40,51,100,35,99,100
2022-03-13T21:00,9.0,0.50,0.50,53,100,100,93,99
2022-03-13T22:00,8.6,0.20,0.20,51,100,96,77,48
2022-03-13T23:00,7.9,0.00,0.00,3,100,97,16,64
2022-03-14T00:00,7.3,0.00,0.00,3,100,99,8,100
2022-03-14T01:00,6.9,0.00,0.00,3,100,57,39,95
2022-03-14T02:00,6.9,0.00,0.00,3,100,89,10,99
2022-03-14T03:00,6.9,0.00,0.00,3,100,100,58,97
2022-03-14T04:00,7.0,0.00,0.00,3,100,96,54,90
2022-03-14T05:00,6.8,0.00,0.00,3,82,71,5,52
2022-03-14T06:00,6.4,0.00,0.00,3,85,87,0,22
2022-03-14T07:00,6.8,0.10,0.10,51,82,90,0,2
2022-03-14T08:00,7.1,0.00,0.00,2,59,65,0,0
2022-03-14T09:00,8.1,0.00,0.00,1,50,55,0,0
2022-03-14T10:00,9.5,0.00,0.00,3,99,100,0,31
2022-03-14T11:00,10.4,0.00,0.00,3,100,100,0,93
2022-03-14T12:00,11.2,0.00,0.00,3,100,98,2,97
2022-03-14T13:00,11.9,0.00,0.00,3,100,98,5,88
2022-03-14T14:00,12.3,0.00,0.00,3,100,91,10,53
2022-03-14T15:00,12.2,0.00,0.00,3,90,72,21,42
2022-03-14T16:00,12.0,0.00,0.00,2,65,28,25,84
2022-03-14T17:00,11.2,0.00,0.00,2,59,24,26,73
2022-03-14T18:00,10.0,0.00,0.00,2,65,27,27,80
2022-03-14T19:00,8.5,0.00,0.00,1,42,0,20,100
2022-03-14T20:00,7.1,0.00,0.00,1,49,0,32,98
2022-03-14T21:00,6.7,0.00,0.00,2,77,0,78,100
2022-03-14T22:00,6.3,0.00,0.00,2,59,0,55,87
2022-03-14T23:00,5.8,0.00,0.00,1,36,0,17,86
2022-03-15T00:00,5.3,0.00,0.00,1,28,0,10,73
2022-03-15T01:00,5.0,0.00,0.00,1,39,0,21,88
2022-03-15T02:00,5.0,0.00,0.00,1,30,0,1,99
2022-03-15T03:00,5.1,0.00,0.00,2,61,0,54,96
2022-03-15T04:00,5.3,0.00,0.00,3,86,0,93,100
2022-03-15T05:00,5.7,0.00,0.00,3,90,1,99,100
2022-03-15T06:00,6.3,0.00,0.00,3,95,6,99,100
2022-03-15T07:00,6.8,0.60,0.60,53,100,67,100,100
2022-03-15T08:00,7.2,0.30,0.30,51,100,95,100,96
2022-03-15T09:00,7.8,0.50,0.50,53,100,100,99,60
2022-03-15T10:00,8.4,0.60,0.60,53,100,30,100,82
2022-03-15T11:00,8.3,0.50,0.50,53,95,8,100,94
2022-03-15T12:00,8.4,0.20,0.20,51,63,1,85,36
2022-03-15T13:00,9.6,0.00,0.00,0,5,1,2,8
2022-03-15T14:00,10.6,0.00,0.00,1,32,17,0,55
2022-03-15T15:00,10.9,0.00,0.00,3,86,64,3,87
2022-03-15T16:00,10.8,0.00,0.00,2,78,55,0,95
2022-03-15T17:00,10.2,0.00,0.00,1,30,0,0,100
2022-03-15T18:00,9.2,0.00,0.00,1,30,0,0,99
2022-03-15T19:00,7.4,0.00,0.00,1,30,0,0,99
2022-03-15T20:00,6.4,0.00,0.00,0,19,0,0,64
2022-03-15T21:00,5.4,0.00,0.00,0,15,0,0,49
2022-03-15T22:00,4.6,0.00,0.00,1,30,0,1,99
2022-03-15T23:00,4.3,0.00,0.00,1,30,0,0,100
2022-03-16T00:00,4.0,0.00,0.00,1,29,0,0,97
2022-03-16T01:00,4.0,0.00,0.00,1,35,2,7,97
2022-03-16T02:00,3.8,0.00,0.00,2,58,8,36,97
2022-03-16T03:00,4.0,0.00,0.00,3,100,27,86,95
2022-03-16T04:00,4.5,0.00,0.00,3,100,72,99,88
2022-03-16T05:00,5.3,0.00,0.00,3,100,96,99,56
2022-03-16T06:00,6.2,0.00,0.00,3,100,99,93,24
2022-03-16T07:00,6.2,0.00,0.00,3,100,100,84,0
2022-03-16T08:00,7.2,0.00,0.00,3,100,99,63,0
2022-03-16T09:00,8.7,0.00,0.00,3,100,89,38,0
2022-03-16T10:00,10.5,0.00,0.00,3,100,99,20,100
2022-03-16T11:00,12.5,0.00,0.00,3,100,100,20,65
2022-03-16T12:00,14.6,0.00,0.00,3,100,94,14,72
2022-03-16T13:00,15.7,0.00,0.00,2,67,39,5,97
2022-03-16T14:00,16.5,0.00,0.00,3,92,2,100,100
2022-03-16T15:00,16.7,0.00,0.00,3,100,53,94,100
2022-03-16T16:00,16.2,0.00,0.00,3,100,42,75,100
2022-03-16T17:00,15.3,0.00,0.00,3,100,60,73,100
2022-03-16T18:00,13.8,0.00,0.00,3,100,22,94,100
2022-03-16T19:00,12.5,1.10,1.10,55,59,0,51,95
2022-03-16T20:00,11.7,0.40,0.40,51,74,19,55,79
2022-03-16T21:00,11.4,0.20,0.20,51,100,93,100,99
2022-03-16T22:00,11.3,0.40,0.40,51,48,4,24,100
2022-03-16T23:00,11.4,0.70,0.70,53,71,21,37,100
2022-03-17T00:00,11.7,0.30,0.30,51,100,87,100,100
2022-03-17T01:00,11.5,0.20,0.20,51,100,94,100,100
2022-03-17T02:00,10.6,0.00,0.00,3,100,100,79,52
2022-03-17T03:00,8.9,0.00,0.00,3,100,100,98,81
2022-03-17T04:00,7.6,0.00,0.00,3,100,100,18,53
2022-03-17T05:00,7.0,0.00,0.00,3,100,100,9,94
2022-03-17T06:00,6.7,0.00,0.00,3,100,100,0,94
2022-03-17T07:00,6.8,0.00,0.00,3,100,97,0,93
2022-03-17T08:00,6.9,0.00,0.00,3,92,81,0,65
2022-03-17T09:00,7.7,0.00,0.00,3,85,94,0,2
2022-03-17T10:00,8.1,0.00,0.00,3,100,100,0,45
2022-03-17T11:00,8.7,0.00,0.00,3,100,100,0,53
2022-03-17T12:00,9.4,0.00,0.00,3,100,99,0,39
2022-03-17T13:00,10.1,0.00,0.00,3,94,100,0,14
2022-03-17T14:00,10.4,0.00,0.00,3,98,97,0,37
2022-03-17T15:00,10.5,0.00,0.00,3,84,79,0,42
2022-03-17T16:00,10.3,0.00,0.00,2,70,63,0,43
2022-03-17T17:00,9.6,0.00,0.00,2,63,53,0,52
2022-03-17T18:00,7.9,0.00,0.00,1,45,33,0,52
2022-03-17T19:00,7.4,0.00,0.00,1,38,28,0,42
2022-03-17T20:00,6.4,0.00,0.00,0,14,4,0,35
2022-03-17T21:00,5.2,0.00,0.00,0,1,0,0,2
2022-03-17T22:00,4.1,0.00,0.00,0,18,2,0,55
2022-03-17T23:00,3.1,0.00,0.00,1,24,5,0,64
2022-03-18T00:00,2.3,0.00,0.00,0,15,0,0,51
2022-03-18T01:00,1.6,0.00,0.00,0,8,0,0,27
2022-03-18T02:00,1.0,0.00,0.00,0,5,0,0,18
2022-03-18T03:00,0.5,0.00,0.00,0,0,0,0,0
2022-03-18T04:00,0.0,0.00,0.00,0,0,0,0,0
2022-03-18T05:00,-0.3,0.00,0.00,0,0,0,0,0
2022-03-18T06:00,-0.6,0.00,0.00,0,0,0,0,0
2022-03-18T07:00,1.1,0.00,0.00,0,0,0,0,0
2022-03-18T08:00,4.7,0.00,0.00,0,0,0,0,0
2022-03-18T09:00,7.2,0.00,0.00,0,0,0,0,0
2022-03-18T10:00,9.1,0.00,0.00,0,0,0,0,0
2022-03-18T11:00,10.5,0.00,0.00,0,0,0,0,0
2022-03-18T12:00,11.6,0.00,0.00,0,0,0,0,0
2022-03-18T13:00,12.2,0.00,0.00,0,0,0,0,0
2022-03-18T14:00,12.6,0.00,0.00,0,0,0,0,0
2022-03-18T15:00,12.6,0.00,0.00,0,0,0,0,0
2022-03-18T16:00,12.1,0.00,0.00,0,0,0,0,0
2022-03-18T17:00,11.1,0.00,0.00,0,0,0,0,0
2022-03-18T18:00,9.6,0.00,0.00,0,0,0,0,0
2022-03-18T19:00,8.7,0.00,0.00,0,0,0,0,0
2022-03-18T20:00,8.0,0.00,0.00,0,0,0,0,0
2022-03-18T21:00,7.4,0.00,0.00,0,0,0,0,0
2022-03-18T22:00,7.0,0.00,0.00,0,0,0,0,0
2022-03-18T23:00,6.5,0.00,0.00,0,0,0,0,0
2022-03-19T00:00,6.1,0.00,0.00,0,0,0,0,0
2022-03-19T01:00,5.7,0.00,0.00,0,0,0,0,0
2022-03-19T02:00,5.3,0.00,0.00,0,0,0,0,0
2022-03-19T03:00,4.8,0.00,0.00,0,0,0,0,0
2022-03-19T04:00,4.4,0.00,0.00,0,0,0,0,0
2022-03-19T05:00,3.9,0.00,0.00,0,0,0,0,0
2022-03-19T06:00,3.5,0.00,0.00,0,0,0,0,0
2022-03-19T07:00,4.6,0.00,0.00,0,0,0,0,0
2022-03-19T08:00,6.2,0.00,0.00,0,0,0,0,0
2022-03-19T09:00,8.0,0.00,0.00,0,0,0,0,0
2022-03-19T10:00,9.6,0.00,0.00,0,0,0,0,0
2022-03-19T11:00,10.9,0.00,0.00,0,0,0,0,0
2022-03-19T12:00,11.8,0.00,0.00,0,0,0,0,0
2022-03-19T13:00,12.3,0.00,0.00,0,0,0,0,0
2022-03-19T14:00,12.4,0.00,0.00,0,5,0,0,18
2022-03-19T15:00,12.2,0.00,0.00,0,2,0,0,6
2022-03-19T16:00,11.6,0.00,0.00,0,0,0,0,0
2022-03-19T17:00,10.3,0.00,0.00,0,0,0,0,0
2022-03-19T18:00,8.8,0.00,0.00,0,0,0,0,0
2022-03-19T19:00,7.9,0.00,0.00,0,0,0,0,0
2022-03-19T20:00,7.0,0.00,0.00,0,0,0,0,0
2022-03-19T21:00,6.1,0.00,0.00,0,0,0,0,0
2022-03-19T22:00,5.4,0.00,0.00,0,4,4,1,0
2022-03-19T23:00,4.7,0.00,0.00,0,0,0,0,0
2022-03-20T00:00,4.0,0.00,0.00,0,0,0,0,0
2022-03-20T01:00,3.3,0.00,0.00,0,0,0,0,0
2022-03-20T02:00,2.8,0.00,0.00,0,2,0,4,0
2022-03-20T03:00,2.5,0.00,0.00,1,38,12,45,0
2022-03-20T04:00,2.2,0.00,0.00,1,46,8,65,0
2022-03-20T05:00,2.0,0.10,0.10,51,50,3,78,0
2022-03-20T06:00,1.5,0.20,0.20,51,51,7,74,0
2022-03-20T07:00,1.8,0.80,0.70,71,35,6,49,0
2022-03-20T08:00,2.8,0.20,0.20,51,40,6,57,0
2022-03-20T09:00,4.0,0.10,0.10,51,49,19,53,0
2022-03-20T10:00,5.0,0.10,0.10,51,55,15,69,0
2022-03-20T11:00,6.5,0.00,0.00,1,30,18,23,0
2022-03-20T12:00,7.5,0.00,0.00,1,35,28,16,0
2022-03-20T13:00,8.3,0.00,0.00,2,67,53,32,0
2022-03-20T14:00,8.7,0.00,0.00,1,23,13,18,0
2022-03-20T15:00,8.9,0.00,0.00,1,32,23,18,0
2022-03-20T16:00,8.7,0.10,0.10,51,49,52,3,0
2022-03-20T17:00,8.2,0.00,0.00,2,58,57,11,0
2022-03-20T18:00,6.7,0.00,0.00,2,63,56,21,0
2022-03-20T19:00,6.3,0.00,0.00,2,54,35,37,0
2022-03-20T20:00,4.7,0.00,0.00,1,39,25,28,0
2022-03-20T21:00,3.8,0.00,0.00,1,45,27,34,0
2022-03-20T22:00,3.8,0.00,0.00,1,35,21,27,0
2022-03-20T23:00,3.7,0.00,0.00,1,33,26,16,0
2022-03-21T00:00,3.5,0.00,0.00,1,35,34,7,0
2022-03-21T01:00,3.4,0.00,0.00,1,39,42,2,0
2022-03-21T02:00,3.5,0.00,0.00,1,44,49,0,0
2022-03-21T03:00,3.4,0.00,0.00,1,44,49,0,0
2022-03-21T04:00,3.5,0.00,0.00,1,38,42,0,0
2022-03-21T05:00,3.2,0.00,0.00,1,41,46,0,0
2022-03-21T06:00,3.1,0.00,0.00,1,28,31,0,0
2022-03-21T07:00,4.4,0.00,0.00,0,10,11,0,0
2022-03-21T08:00,7.6,0.00,0.00,0,8,9,0,0
2022-03-21T09:00,10.8,0.00,0.00,0,6,7,0,0
2022-03-21T10:00,13.2,0.00,0.00,0,5,4,3,0
2022-03-21T11:00,14.8,0.00,0.00,0,1,0,2,0
2022-03-21T12:00,15.9,0.00,0.00,1,25,6,33,0
2022-03-21T13:00,16.5,0.00,0.00,1,39,22,32,0
2022-03-21T14:00,16.7,0.00,0.00,2,54,36,36,0
2022-03-21T15:00,16.8,0.00,0.00,1,23,11,21,1
2022-03-21T16:00,16.5,0.00,0.00,0,11,2,13,3
2022-03-21T17:00,15.4,0.00,0.00,0,3,0,5,0
2022-03-21T18:00,13.3,0.00,0.00,0,0,0,0,0
2022-03-21T19:00,11.3,0.00,0.00,0,3,2,2,0
2022-03-21T20:00,10.0,0.00,0.00,0,11,10,4,0
2022-03-21T21:00,9.1,0.00,0.00,0,9,8,3,0
2022-03-21T22:00,8.4,0.00,0.00,0,2,0,0,5
2022-03-21T23:00,8.0,0.00,0.00,0,1,0,0,3
2022-03-22T00:00,7.6,0.00,0.00,0,0,0,0,1
2022-03-22T01:00,7.3,0.00,0.00,0,0,0,0,0
2022-03-22T02:00,7.0,0.00,0.00,0,1,0,0,3
2022-03-22T03:00,6.7,0.00,0.00,0,2,0,0,7
2022-03-22T04:00,6.5,0.00,0.00,0,2,0,0,5
2022-03-22T05:00,6.2,0.00,0.00,0,4,0,0,12
2022-03-22T06:00,5.9,0.00,0.00,0,4,0,0,12
2022-03-22T07:00,7.2,0.00,0.00,0,3,0,0,9
2022-03-22T08:00,9.8,0.00,0.00,0,5,0,4,9
2022-03-22T09:00,12.5,0.00,0.00,0,4,0,5,3
2022-03-22T10:00,14.6,0.00,0.00,0,2,0,3,1
2022-03-22T11:00,16.2,0.00,0.00,0,4,0,6,0
2022-03-22T12:00,17.2,0.00,0.00,0,3,0,5,0
2022-03-22T13:00,17.7,0.00,0.00,0,0,0,0,0
2022-03-22T14:00,17.7,0.00,0.00,0,9,0,15,0
2022-03-22T15:00,17.5,0.00,0.00,0,14,0,24,0
2022-03-22T16:00,17.0,0.00,0.00,0,13,0,22,0
2022-03-22T17:00,15.6,0.00,0.00,0,10,0,16,0
2022-03-22T18:00,13.5,0.00,0.00,0,7,0,11,0
2022-03-22T19:00,11.8,0.00,0.00,0,0,0,0,0
2022-03-22T20:00,10.4,0.00,0.00,0,0,0,0,0
2022-03-22T21:00,8.9,0.00,0.00,0,0,0,0,0
2022-03-22T22:00,7.5,0.00,0.00,0,2,0,4,0
